,Year,Player,Year Position,Career Position,Age,Ht:ins,Ht:cm,Wt:lbs,Wt:kgs,DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Seasom,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
14,2017.0,Aaron Brooks,PG,G,32.0,6-0,183.0,161.0,73.0,51.0,25.0,9.0,69.0,18.0,125.0,322.0,121.0,300.0,0.40299999999999997,0.483,48.0,128.0,0.375,73.0,172.0,0.424,32.0,40.0,0.8,66.0,93.0,65.0,0.0,894.0,IND,1985.0,"January 14, 1985",Seattle,Washington,University of Oregon,University of Oregon,9.5
29,2016.0,Aaron Harrison,SG,G,21.0,6-6,198.0,210.0,95.0,11.0,6.0,0.0,15.0,4.0,2.0,18.0,5.0,19.0,0.263,0.342,3.0,10.0,0.3,2.0,9.0,0.222,5.0,12.0,0.41700000000000004,4.0,10.0,21.0,0.0,93.0,CHO,1994.0,"October 28, 1994",San Antonio,Texas,University of Kentucky,University of Kentucky,4.3
30,2017.0,Aaron Harrison,SG,G,22.0,6-6,198.0,210.0,95.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,2.0,5.0,0.0,17.0,CHO,1994.0,"October 28, 1994",San Antonio,Texas,University of Kentucky,University of Kentucky,-2.2
36,1995.0,Aaron McKie,SG,G,22.0,6-5,196.0,209.0,94.0,94.0,36.0,16.0,129.0,35.0,89.0,293.0,116.0,261.0,0.444,0.466,11.0,28.0,0.39299999999999996,105.0,233.0,0.451,50.0,73.0,0.685,39.0,97.0,45.0,20.0,827.0,POR,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,13.3
37,1996.0,Aaron McKie,SG,G,23.0,6-5,196.0,209.0,94.0,218.0,92.0,21.0,304.0,86.0,205.0,864.0,337.0,722.0,0.467,0.493,38.0,117.0,0.325,299.0,605.0,0.494,152.0,199.0,0.764,135.0,205.0,81.0,73.0,2259.0,POR,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,13.4
38,1997.0,Aaron McKie,SG,G,24.0,6-5,196.0,209.0,94.0,181.0,77.0,22.0,221.0,40.0,161.0,433.0,150.0,365.0,0.41100000000000003,0.467,41.0,103.0,0.39799999999999996,109.0,262.0,0.41600000000000004,92.0,110.0,0.836,90.0,130.0,83.0,11.0,1625.0,TOT,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,12.1
39,1997.0,Aaron McKie,SG,G,24.0,6-5,196.0,209.0,94.0,80.0,34.0,15.0,93.0,13.0,84.0,170.0,53.0,156.0,0.34,0.413,23.0,55.0,0.418,30.0,101.0,0.297,41.0,49.0,0.8370000000000001,48.0,61.0,41.0,8.0,775.0,POR,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,9.1
40,1997.0,Aaron McKie,SG,G,24.0,6-5,196.0,209.0,94.0,101.0,43.0,7.0,128.0,27.0,77.0,263.0,97.0,209.0,0.46399999999999997,0.507,18.0,48.0,0.375,79.0,161.0,0.491,51.0,61.0,0.836,42.0,69.0,42.0,3.0,850.0,DET,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,14.8
41,1998.0,Aaron McKie,SG-SF,G,25.0,6-5,196.0,209.0,94.0,173.0,101.0,13.0,231.0,58.0,175.0,332.0,139.0,381.0,0.365,0.381,12.0,63.0,0.19,127.0,318.0,0.39899999999999997,42.0,55.0,0.764,76.0,164.0,81.0,32.0,1813.0,TOT,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,8.6
42,1998.0,Aaron McKie,SF,G,25.0,6-5,196.0,209.0,94.0,44.0,23.0,1.0,68.0,24.0,38.0,109.0,43.0,104.0,0.413,0.428,3.0,17.0,0.17600000000000002,40.0,87.0,0.46,20.0,23.0,0.87,24.0,47.0,24.0,1.0,472.0,DET,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,10.1
43,1998.0,Aaron McKie,SG,G,25.0,6-5,196.0,209.0,94.0,129.0,78.0,12.0,163.0,34.0,137.0,223.0,96.0,277.0,0.34700000000000003,0.363,9.0,46.0,0.196,87.0,231.0,0.377,22.0,32.0,0.688,52.0,117.0,57.0,31.0,1341.0,PHI,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,8.1
44,1999.0,Aaron McKie,SG,G,26.0,6-5,196.0,209.0,94.0,113.0,63.0,3.0,140.0,27.0,100.0,240.0,95.0,237.0,0.401,0.414,6.0,31.0,0.19399999999999998,89.0,206.0,0.43200000000000005,44.0,62.0,0.71,57.0,90.0,50.0,4.0,959.0,PHI,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,11.4
45,2000.0,Aaron McKie,SG,G,27.0,6-5,196.0,209.0,94.0,199.0,108.0,18.0,246.0,47.0,240.0,653.0,244.0,593.0,0.41100000000000003,0.449,44.0,121.0,0.364,200.0,472.0,0.424,121.0,146.0,0.8290000000000001,113.0,194.0,82.0,14.0,1952.0,PHI,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,13.2
46,2001.0,Aaron McKie,SG,G,28.0,6-5,196.0,209.0,94.0,278.0,106.0,8.0,311.0,33.0,377.0,878.0,338.0,714.0,0.473,0.511,53.0,170.0,0.312,285.0,544.0,0.524,149.0,194.0,0.768,203.0,178.0,76.0,33.0,2394.0,PHI,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,15.1
47,2002.0,Aaron McKie,SG,G,29.0,6-5,196.0,209.0,94.0,166.0,56.0,14.0,192.0,26.0,179.0,587.0,220.0,490.0,0.449,0.501,51.0,128.0,0.39799999999999996,169.0,362.0,0.467,96.0,122.0,0.787,93.0,74.0,48.0,16.0,1471.0,PHI,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,15.8
48,2003.0,Aaron McKie,SF,G,30.0,6-5,196.0,209.0,94.0,289.0,131.0,9.0,350.0,61.0,278.0,721.0,286.0,666.0,0.429,0.457,37.0,112.0,0.33,249.0,554.0,0.449,112.0,134.0,0.836,109.0,177.0,80.0,40.0,2374.0,PHI,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,13.7
49,2004.0,Aaron McKie,SF,G,31.0,6-5,196.0,209.0,94.0,208.0,85.0,23.0,253.0,45.0,195.0,689.0,265.0,577.0,0.45899999999999996,0.524,75.0,172.0,0.436,190.0,405.0,0.469,84.0,111.0,0.757,103.0,142.0,75.0,41.0,2112.0,PHI,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,13.9
50,2005.0,Aaron McKie,SG,G,32.0,6-5,196.0,209.0,94.0,152.0,48.0,17.0,172.0,20.0,103.0,152.0,61.0,142.0,0.43,0.5,20.0,62.0,0.32299999999999995,41.0,80.0,0.513,10.0,16.0,0.625,31.0,116.0,68.0,3.0,1118.0,PHI,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,8.4
51,2006.0,Aaron McKie,PG,G,33.0,6-5,196.0,209.0,94.0,17.0,5.0,0.0,20.0,3.0,11.0,7.0,3.0,12.0,0.25,0.25,0.0,2.0,0.0,3.0,10.0,0.3,1.0,2.0,0.5,2.0,7.0,14.0,0.0,121.0,LAL,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,6.1
52,2007.0,Aaron McKie,SF,G,34.0,6-5,196.0,209.0,94.0,17.0,4.0,0.0,18.0,1.0,13.0,22.0,11.0,17.0,0.647,0.647,0.0,0.0,,11.0,17.0,0.647,0.0,0.0,,8.0,14.0,10.0,0.0,131.0,LAL,1972.0,"October 2, 1972",Philadelphia,Pennsylvania,Temple University,Temple University,7.5
53,2006.0,Aaron Miles,PG,G,22.0,6-1,185.0,175.0,79.0,14.0,4.0,1.0,14.0,0.0,24.0,16.0,6.0,18.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,6.0,18.0,0.33299999999999996,4.0,4.0,1.0,11.0,13.0,19.0,0.0,118.0,GSW,1983.0,"April 13, 1983",Portland,Oregon,University of Kansas,University of Kansas,6.0
83,2008.0,Acie Law,PG,G,23.0,6-3,190.0,195.0,88.0,45.0,29.0,0.0,57.0,12.0,113.0,235.0,95.0,237.0,0.401,0.41600000000000004,7.0,34.0,0.20600000000000002,88.0,203.0,0.433,38.0,48.0,0.792,56.0,73.0,56.0,6.0,865.0,ATL,1985.0,"January 25, 1985",Dallas,Texas,Texas A&M University,Texas A&M University,7.7
84,2009.0,Acie Law,PG,G,24.0,6-3,190.0,195.0,88.0,52.0,11.0,3.0,58.0,6.0,86.0,162.0,52.0,139.0,0.374,0.406,9.0,29.0,0.31,43.0,110.0,0.391,49.0,60.0,0.8170000000000001,29.0,43.0,55.0,1.0,560.0,ATL,1985.0,"January 25, 1985",Dallas,Texas,Texas A&M University,Texas A&M University,10.6
85,2010.0,Acie Law,PG,G,25.0,6-3,190.0,195.0,88.0,14.0,11.0,1.0,17.0,3.0,26.0,113.0,35.0,75.0,0.467,0.5,5.0,16.0,0.313,30.0,59.0,0.508,38.0,49.0,0.7759999999999999,17.0,16.0,26.0,1.0,234.0,TOT,1985.0,"January 25, 1985",Dallas,Texas,Texas A&M University,Texas A&M University,16.0
86,2010.0,Acie Law,PG,G,25.0,6-3,190.0,195.0,88.0,2.0,6.0,0.0,2.0,0.0,7.0,31.0,9.0,14.0,0.643,0.679,1.0,3.0,0.33299999999999996,8.0,11.0,0.727,12.0,15.0,0.8,2.0,5.0,5.0,0.0,66.0,GSW,1985.0,"January 25, 1985",Dallas,Texas,Texas A&M University,Texas A&M University,21.3
87,2010.0,Acie Law,PG,G,25.0,6-3,190.0,195.0,88.0,1.0,1.0,1.0,1.0,0.0,3.0,16.0,5.0,16.0,0.313,0.313,0.0,1.0,0.0,5.0,15.0,0.33299999999999996,6.0,7.0,0.857,3.0,3.0,9.0,0.0,33.0,CHA,1985.0,"January 25, 1985",Dallas,Texas,Texas A&M University,Texas A&M University,7.5
88,2010.0,Acie Law,PG,G,25.0,6-3,190.0,195.0,88.0,11.0,4.0,0.0,14.0,3.0,16.0,66.0,21.0,45.0,0.467,0.511,4.0,12.0,0.33299999999999996,17.0,33.0,0.515,20.0,27.0,0.741,12.0,8.0,12.0,1.0,135.0,CHI,1985.0,"January 25, 1985",Dallas,Texas,Texas A&M University,Texas A&M University,15.4
89,2011.0,Acie Law,PG,G,26.0,6-3,190.0,195.0,88.0,51.0,32.0,0.0,63.0,12.0,84.0,215.0,81.0,186.0,0.435,0.452,6.0,36.0,0.16699999999999998,75.0,150.0,0.5,47.0,64.0,0.7340000000000001,43.0,61.0,51.0,0.0,726.0,TOT,1985.0,"January 25, 1985",Dallas,Texas,Texas A&M University,Texas A&M University,9.9
90,2011.0,Acie Law,PG,G,26.0,6-3,190.0,195.0,88.0,8.0,4.0,0.0,11.0,3.0,14.0,12.0,3.0,19.0,0.158,0.158,0.0,6.0,0.0,3.0,13.0,0.231,6.0,10.0,0.6,10.0,10.0,11.0,0.0,94.0,MEM,1985.0,"January 25, 1985",Dallas,Texas,Texas A&M University,Texas A&M University,0.4
91,2011.0,Acie Law,PG,G,26.0,6-3,190.0,195.0,88.0,43.0,28.0,0.0,52.0,9.0,70.0,203.0,78.0,167.0,0.467,0.485,6.0,30.0,0.2,72.0,137.0,0.526,41.0,54.0,0.759,33.0,51.0,40.0,0.0,632.0,GSW,1985.0,"January 25, 1985",Dallas,Texas,Texas A&M University,Texas A&M University,11.3
92,2003.0,Adam Harrington,SG,G,22.0,6-5,196.0,200.0,90.0,7.0,2.0,1.0,8.0,1.0,12.0,30.0,11.0,37.0,0.297,0.365,5.0,14.0,0.35700000000000004,6.0,23.0,0.261,3.0,4.0,0.75,2.0,8.0,19.0,0.0,111.0,TOT,1980.0,"July 5, 1980",Bernardston,Massachusetts,Auburn University,Auburn University,7.4
93,2003.0,Adam Harrington,SG,G,22.0,6-5,196.0,200.0,90.0,2.0,1.0,1.0,2.0,0.0,2.0,11.0,4.0,17.0,0.235,0.265,1.0,3.0,0.33299999999999996,3.0,14.0,0.214,2.0,2.0,1.0,2.0,2.0,13.0,0.0,37.0,DAL,1980.0,"July 5, 1980",Bernardston,Massachusetts,Auburn University,Auburn University,1.4
94,2003.0,Adam Harrington,SG,G,22.0,6-5,196.0,200.0,90.0,5.0,1.0,0.0,6.0,1.0,10.0,19.0,7.0,20.0,0.35,0.45,4.0,11.0,0.364,3.0,9.0,0.33299999999999996,1.0,2.0,0.5,0.0,6.0,6.0,0.0,74.0,DEN,1980.0,"July 5, 1980",Bernardston,Massachusetts,Auburn University,Auburn University,10.4
123,1994.0,Adonis Jordan,PG,G,23.0,5-11,180.0,170.0,77.0,3.0,0.0,1.0,6.0,3.0,19.0,15.0,6.0,23.0,0.261,0.326,3.0,10.0,0.3,3.0,13.0,0.231,0.0,0.0,,6.0,6.0,6.0,0.0,79.0,DEN,1970.0,"August 21, 1970",Brooklyn,New York,University of Kansas,University of Kansas,5.6
124,1999.0,Adonis Jordan,PG,G,28.0,5-11,180.0,170.0,77.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,0.5,0.5,0.0,2.0,0.0,2.0,2.0,1.0,2.0,4.0,0.5,2.0,0.0,4.0,0.0,18.0,MIL,1970.0,"August 21, 1970",Brooklyn,New York,University of Kansas,University of Kansas,18.9
133,1987.0,Adrian Branch,SF,F-G,23.0,6-7,201.0,185.0,83.0,30.0,16.0,3.0,53.0,23.0,16.0,138.0,48.0,96.0,0.5,0.5,0.0,2.0,0.0,48.0,94.0,0.511,42.0,54.0,0.778,24.0,39.0,32.0,0.0,219.0,LAL,1963.0,"November 17, 1963",Washington,District of Columbia,University of Maryland,University of Maryland,18.8
134,1988.0,Adrian Branch,SF,F-G,24.0,6-7,201.0,185.0,83.0,28.0,16.0,11.0,48.0,20.0,16.0,133.0,56.0,134.0,0.418,0.42200000000000004,1.0,5.0,0.2,55.0,129.0,0.426,20.0,23.0,0.87,29.0,41.0,20.0,3.0,308.0,NJN,1963.0,"November 17, 1963",Washington,District of Columbia,University of Maryland,University of Maryland,10.4
135,1989.0,Adrian Branch,SF,F-G,25.0,6-7,201.0,185.0,83.0,69.0,45.0,3.0,132.0,63.0,60.0,498.0,202.0,436.0,0.46299999999999997,0.47100000000000003,7.0,31.0,0.226,195.0,405.0,0.48100000000000004,87.0,120.0,0.725,64.0,99.0,67.0,4.0,811.0,POR,1963.0,"November 17, 1963",Washington,District of Columbia,University of Maryland,University of Maryland,15.7
136,1990.0,Adrian Branch,SF,F-G,26.0,6-7,201.0,185.0,83.0,12.0,6.0,0.0,20.0,8.0,4.0,65.0,25.0,61.0,0.41,0.418,1.0,1.0,1.0,24.0,60.0,0.4,14.0,22.0,0.636,8.0,14.0,11.0,0.0,91.0,MIN,1963.0,"November 17, 1963",Washington,District of Columbia,University of Maryland,University of Maryland,16.9
145,2000.0,Adrian Griffin,SG,G-F,25.0,6-5,196.0,217.0,98.0,244.0,116.0,15.0,372.0,128.0,177.0,485.0,175.0,413.0,0.424,0.44299999999999995,16.0,57.0,0.281,159.0,356.0,0.447,119.0,158.0,0.753,93.0,222.0,72.0,47.0,1927.0,BOS,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,12.6
146,2001.0,Adrian Griffin,SF,G-F,26.0,6-5,196.0,217.0,98.0,60.0,18.0,5.0,87.0,27.0,27.0,93.0,33.0,97.0,0.34,0.387,9.0,26.0,0.34600000000000003,24.0,71.0,0.33799999999999997,18.0,24.0,0.75,18.0,45.0,44.0,0.0,377.0,BOS,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,10.5
147,2002.0,Adrian Griffin,SG,G-F,27.0,6-5,196.0,217.0,98.0,161.0,75.0,12.0,229.0,68.0,106.0,415.0,179.0,359.0,0.499,0.521,16.0,54.0,0.29600000000000004,163.0,305.0,0.534,41.0,49.0,0.8370000000000001,42.0,142.0,58.0,34.0,1383.0,DAL,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,14.2
148,2003.0,Adrian Griffin,SG,G-F,28.0,6-5,196.0,217.0,98.0,176.0,77.0,6.0,264.0,88.0,105.0,325.0,146.0,337.0,0.433,0.442,6.0,24.0,0.25,140.0,313.0,0.447,27.0,32.0,0.8440000000000001,47.0,157.0,74.0,48.0,1373.0,DAL,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,11.5
149,2004.0,Adrian Griffin,SG,G-F,29.0,6-5,196.0,217.0,98.0,18.0,7.0,2.0,19.0,1.0,10.0,11.0,5.0,18.0,0.278,0.306,1.0,2.0,0.5,4.0,16.0,0.25,0.0,4.0,0.0,3.0,17.0,19.0,1.0,133.0,HOU,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,4.5
150,2005.0,Adrian Griffin,SF,G-F,30.0,6-5,196.0,217.0,98.0,94.0,43.0,4.0,146.0,52.0,53.0,151.0,58.0,161.0,0.36,0.366,2.0,9.0,0.222,56.0,152.0,0.368,33.0,44.0,0.75,30.0,78.0,69.0,1.0,667.0,CHI,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,10.7
151,2006.0,Adrian Griffin,SG,G-F,31.0,6-5,196.0,217.0,98.0,152.0,51.0,9.0,227.0,75.0,89.0,237.0,98.0,204.0,0.48,0.48,0.0,2.0,0.0,98.0,202.0,0.485,41.0,53.0,0.774,39.0,113.0,52.0,45.0,1245.0,DAL,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,11.6
152,2007.0,Adrian Griffin,SF,G-F,32.0,6-5,196.0,217.0,98.0,69.0,32.0,4.0,109.0,40.0,59.0,137.0,61.0,129.0,0.473,0.473,0.0,6.0,0.0,61.0,123.0,0.496,15.0,19.0,0.789,38.0,78.0,54.0,1.0,585.0,CHI,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,10.7
153,2008.0,Adrian Griffin,SG-SF,G-F,33.0,6-5,196.0,217.0,98.0,31.0,17.0,2.0,59.0,28.0,27.0,65.0,30.0,76.0,0.395,0.395,0.0,0.0,,30.0,76.0,0.395,5.0,9.0,0.556,21.0,27.0,35.0,2.0,307.0,TOT,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,8.7
154,2008.0,Adrian Griffin,SG,G-F,33.0,6-5,196.0,217.0,98.0,18.0,12.0,1.0,37.0,19.0,22.0,51.0,24.0,60.0,0.4,0.4,0.0,0.0,,24.0,60.0,0.4,3.0,7.0,0.429,16.0,19.0,22.0,2.0,222.0,CHI,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,8.5
155,2008.0,Adrian Griffin,SF,G-F,33.0,6-5,196.0,217.0,98.0,13.0,5.0,1.0,22.0,9.0,5.0,14.0,6.0,16.0,0.375,0.375,0.0,0.0,,6.0,16.0,0.375,2.0,2.0,1.0,5.0,8.0,13.0,0.0,85.0,SEA,1974.0,"July 4, 1974",Wichita,Kansas,Seton Hall University,Seton Hall University,9.3
242,1982.0,Al Wood,SG,G-F,23.0,6-6,198.0,193.0,87.0,83.0,31.0,9.0,134.0,51.0,58.0,454.0,179.0,381.0,0.47,0.474,3.0,24.0,0.125,176.0,357.0,0.493,93.0,119.0,0.782,71.0,108.0,48.0,5.0,930.0,TOT,1958.0,"June 2, 1958",Gray,Georgia,University of North Carolina,University of North Carolina,13.2
243,1982.0,Al Wood,SG,G-F,23.0,6-6,198.0,193.0,87.0,22.0,9.0,1.0,44.0,22.0,11.0,92.0,36.0,105.0,0.34299999999999997,0.34299999999999997,0.0,6.0,0.0,36.0,99.0,0.364,20.0,28.0,0.7140000000000001,11.0,34.0,19.0,0.0,238.0,ATL,1958.0,"June 2, 1958",Gray,Georgia,University of North Carolina,University of North Carolina,9.1
244,1982.0,Al Wood,SG,G-F,23.0,6-6,198.0,193.0,87.0,61.0,22.0,8.0,90.0,29.0,47.0,362.0,143.0,276.0,0.518,0.524,3.0,18.0,0.16699999999999998,140.0,258.0,0.5429999999999999,73.0,91.0,0.802,60.0,74.0,29.0,5.0,692.0,SDC,1958.0,"June 2, 1958",Gray,Georgia,University of North Carolina,University of North Carolina,14.6
245,1983.0,Al Wood,SF,G-F,24.0,6-6,198.0,193.0,87.0,140.0,55.0,36.0,236.0,96.0,134.0,825.0,343.0,740.0,0.46399999999999997,0.474,15.0,50.0,0.3,328.0,690.0,0.475,124.0,161.0,0.77,111.0,188.0,76.0,47.0,1822.0,SDC,1958.0,"June 2, 1958",Gray,Georgia,University of North Carolina,University of North Carolina,13.0
246,1984.0,Al Wood,SG,G-F,25.0,6-6,198.0,193.0,87.0,181.0,64.0,32.0,275.0,94.0,166.0,1160.0,467.0,945.0,0.494,0.496,3.0,21.0,0.14300000000000002,464.0,924.0,0.502,223.0,271.0,0.823,126.0,207.0,81.0,81.0,2236.0,SEA,1958.0,"June 2, 1958",Gray,Georgia,University of North Carolina,University of North Carolina,14.9
247,1985.0,Al Wood,SG,G-F,26.0,6-6,198.0,193.0,87.0,180.0,84.0,52.0,279.0,99.0,236.0,1203.0,515.0,1061.0,0.485,0.489,7.0,33.0,0.212,508.0,1028.0,0.494,166.0,214.0,0.7759999999999999,120.0,187.0,80.0,79.0,2545.0,SEA,1958.0,"June 2, 1958",Gray,Georgia,University of North Carolina,University of North Carolina,14.3
